STRING,LEN,FREQ,Orth,Orth_F,N1_F,N1_C,N2_F,N2_C,N3_F,N3_C,UN1_F,UN1_C,UN2_F,UN2_C,UN3_F,UN3_C,bad,frequencyBin,Pseudohomophone,category,ELP_FreqHAL,ELP_OrthN,ELP_PhonoN,ELP_MeanOrthNFreq,ELP_Concreteness,ELP_EmotionalValence,ELP_EmotionalArousal,ELP_MeanBigramCount,ELP_NPhonemes,ELP_NSyllables,ELP_PartOfSpeech,ELP_MeanRT,ELP_MeanAcc,ELPMeanAcc
timid,5,8.15,2,2.08,9180.6,312.6,353.55,25.25,139.93,3.33,254434.48,34186,15871.44,3362.5,1360.86,166.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
token,5,8.92,2,175.44,12048.98,449,1106.4,40.5,140.03,7,310891.04,35795,24581.17,2542,692.67,97.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
tombs,5,5.24,4,3.97,10250.14,560.6,535.81,34.75,26.1,5.67,229612.78,29548.8,15400.14,1327.5,331.24,106.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
tones,5,9.76,12,6.73,14143.69,775.6,1488.49,126.75,251.59,18,357409.13,44953.6,36390.58,6308,3268.83,844,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
torch,5,9.16,2,55.6,11295.38,360.8,1947.48,52.25,100.19,4.67,263911.59,29183.8,24310.39,2457,1416.64,393,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
toxic,5,6.31,3,6.84,8302.55,272,308.13,24.75,6.66,1.67,228917.17,28808,14493.82,1595,48.67,36,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
traps,5,7.08,5,4.52,9872.71,589.6,754.73,68.75,132.79,11.67,271834.37,37312.2,9297.99,2540,1659.31,507.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
trays,5,6.01,6,1.49,9694.11,563.8,638.03,48.25,140.88,10.67,272068.8,35880,10546.42,2288.25,1968.34,417.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
tread,5,6.07,6,24.8,11056.99,335.6,1382.48,45.75,506.98,9.67,340913.54,40824,27724.25,3610.5,4111.92,474,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
tubes,5,9.46,7,1.05,10354.22,660.6,968.69,100.5,15.96,7,272281.98,36328.2,16710.31,3810.75,239.86,71,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
tuned,5,5.65,4,0.89,10611.38,477.6,1011.08,94,33,8.33,296902.12,36049.8,20762.33,3848.25,1298.23,219,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
tweed,5,5.12,2,0.21,12380.64,406,1045.76,80,66.04,6,338698.71,38258.2,18139.01,2450,1428.78,119.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
twigs,5,6.6,3,6.39,9297.46,503,141.13,24.75,45.17,5,227534.93,31822.8,6704.76,737.75,104.75,49.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
typed,5,6.25,3,16.18,9458.56,359.8,853.74,76.75,70.72,6.67,247642.45,29634.2,15175.23,2803,550.9,149.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
unite,5,5.24,2,35.16,8996.97,301,1192.62,27.75,470.29,6,324704.76,41491.4,23559.56,4058.5,1851.34,281.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
users,5,8.45,0,0,8382.12,441.6,1681.25,28.25,15.77,6.33,281908.95,44610.8,30687.79,5134,4188.87,1076,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
verge,5,8.39,5,3.27,7917.83,342.8,441.15,38,148.77,7,282123.53,37727,27263.06,4122,3836.05,457,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
verse,5,9.82,4,2.56,9192.06,354,1565.82,44,93.92,6.67,318066.2,44562.4,33825.26,5226.75,6063.48,1269.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
video,5,6.13,2,0.39,6258.62,355.6,478.23,29.75,54.93,7.33,271476.57,34398.6,10440.79,1801,1783.24,198.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
villa,5,9.34,1,0.54,5088.04,264.8,392.86,44.25,75.1,6.67,213683.43,30920.8,14364.68,2593.75,2128.81,326.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
virus,5,9.76,0,0,7158.1,526.4,539.46,25.5,10.27,2.33,194217.91,32547,9477.58,1606,313.96,94,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
vocal,5,5.41,3,82.42,6136.36,280.6,564.71,27,170.49,4,206543.38,26561.4,13211.82,2438.25,1313.42,378.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
vomit,5,5.53,0,0,8220.39,301.6,504.45,23,40.32,2.33,232918.29,28061,17094.05,2041.75,669.09,156.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wagon,5,8.51,0,0,7062.17,295,398.79,31.25,21.1,3,233591.58,27143.4,19805.18,2459.5,256.73,86,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
waits,5,5.47,10,12.26,11619.22,663.6,989.08,84.25,65.1,11,287088.3,36860.8,20236.57,2149,1140.85,97.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wards,5,6.07,11,32.6,9548.99,616.6,1277,67.25,189.39,9.67,229427.96,31646.6,15735.7,1975,2037.77,358,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wedge,5,5.53,4,5.58,9289.61,312.2,339.48,27,53.07,7,277063.72,33952.4,16906.64,2584.5,624.87,131.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
weigh,5,8.8,1,0,9261.03,299.4,347.36,18.25,19.89,4,249549.98,29178.6,9676.99,871.5,2030.59,234.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
weird,5,7.44,1,0,12072.63,356.8,548.69,25,77.36,3,265668.97,35468.8,9170.88,927.25,1172.46,53.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wells,5,5.24,13,13.86,10413.08,573,608.94,66.75,220.06,22,243482.38,35595.8,14288.6,1951,1809.59,288.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
whale,5,6.13,3,347.2,15428.17,361,2475.14,42.25,113,4.67,282026.06,30408.2,28719.16,3154.5,1582.21,170.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
width,5,7.08,0,0,7436.41,274.8,550.86,26.5,24.49,2.33,240210.31,25026,37870.79,1030,99.51,15,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
windy,5,5.12,1,15.23,6922.16,345.2,609.35,50.75,90.55,8.33,186125.08,24493.4,35343.5,4137,1875.59,275.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wines,5,6.13,19,10.94,11893.06,705.6,1478.17,131,159.72,19.67,293895.42,41312.6,38226.2,7449.5,2632.12,1078.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wires,5,9.94,12,5.87,12722.07,714.8,1679.02,119.75,88.39,15.67,285131.77,41406.4,29574.34,5285.25,2808.65,545.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wiser,5,6.43,4,8.6,10905.27,417.4,2061.56,74.25,22.98,5.33,285131.77,41406.4,35299.33,4997.25,1304.95,256.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
witty,5,6.07,5,11.08,7765.84,354.8,371.01,40,60.5,9.67,252374.26,27767.8,16099.43,1628.5,3462.12,126.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
woken,5,6.9,4,134.33,11731.36,424.4,2241.72,34.5,139.33,6.67,250917.33,29138.4,17185.33,2125.75,699.65,92.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
woven,5,6.9,3,176.02,12036.94,431.4,2695.51,41.25,325.39,9.33,252916.43,29250,22280.65,2621,2795.05,367.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wrath,5,7.5,1,0.06,8958.79,334.6,1040.5,51.25,93.42,5.67,270778.6,27360,47420.7,3672.75,1906.39,503.67,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
wreck,5,8.92,2,0.62,9347.74,248.2,928.49,34.75,33.12,3.67,200856.33,27095.6,19264.79,2791.5,845.15,240.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
zones,5,5.12,6,13.21,11142.11,716,1302.52,115.25,245.76,16.33,279548.32,37732.8,26648.99,5770.5,3073.85,764.33,NaN,low,0,real,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
about,5,2322.72,1,0.71,7453.16,215,2604.03,17,2425.72,5,256260.64,28498.4,18470.14,1968.75,4376.81,273.33,NaN,high,0,real,1307019,1,3,7.9,1.77,NaN,NaN,1096.75,4,2,minor|RB|JJ,628.194,0.94,NaN
above,5,232.68,1,1.61,8560.15,252.2,1654.54,21,1063.51,5,266725.57,30979.6,12622.67,1718.5,2831.95,279,NaN,high,0,real,177919,1,1,6.2,3.33,NaN,NaN,1053,4,2,minor|JJ|NN,564.333,0.94,NaN
added,5,115.42,2,2.8,8353.41,343.4,1165.52,80.75,147.9,6.33,280460.99,33780.6,19596,3403.25,1124.12,213.67,NaN,high,0,real,62085,2,5,6.6,2.74,NaN,NaN,2085.75,4,2,VB,644,1,NaN
adult,5,90.19,0,0,8616.11,227,1446.66,14.25,104.75,2.33,245665.21,29823.2,8625.75,1207,647.78,125.33,NaN,high,0,real,25223,0,1,NaN,4.4,5.9,4.36,704,5,2,NN|JJ,546.303,1,NaN
after,5,1185.51,3,5.81,8994.55,330.8,3384.79,66.75,1702.09,7.67,326597.84,38161,26220.82,4821.75,4506.16,785.67,NaN,high,0,real,414103,2,2,7.2,2.12,NaN,NaN,2737.25,4,2,minor,658.057,1,NaN
again,5,766.8,0,0,6698.84,239.2,1090.55,19.25,873.97,5.67,287943.66,37547.8,26036.36,4199.25,2824.18,204,NaN,high,0,real,249680,0,0,NaN,2,NaN,NaN,2303,4,2,RB,577.235,1,NaN
ahead,5,102.39,0,0,12120.82,283.4,2866.49,27,164.12,5,339192.81,36163.8,39565.78,1841.25,1985.29,249,NaN,high,0,real,25862,0,1,NaN,3,NaN,NaN,1170.75,4,2,RB|minor,722.971,1,NaN
allow,5,88.53,3,0.85,3561.33,212.2,386.97,17,139.77,4,227461.04,27766,19837,2884.5,4476.53,606.67,NaN,high,0,real,76957,3,4,5.8,2.41,6.39,2.95,1709,3,2,VB|NN,591.382,1,NaN
alone,5,217.03,3,98.54,10793.17,360.2,1132.13,43.5,493.37,7.67,336590.04,41381.4,28635.97,4620.5,3290.43,276,NaN,high,0,real,51000,3,6,9.3,2.86,3.85,4,2853.5,4,2,RB|JJ,571.5,0.94,NaN
along,5,294.55,2,256.86,7644.05,262.2,1997.83,44.5,618.19,5.33,249135.49,32025.2,31964.44,5545.5,1855.84,180.67,NaN,high,0,real,92602,2,0,10.9,2.14,NaN,NaN,3264.5,4,2,minor,592.333,1,NaN
among,5,296.69,1,294.55,6920.23,211.4,1580.84,26,461.25,2.67,235671.43,29104.8,25846.43,4491.5,1684.34,244.33,NaN,high,0,real,60232,1,1,11.4,2.38,NaN,NaN,2608.5,4,2,minor,670.406,0.97,NaN
apart,5,111.31,0,0,8583.86,286.4,1039,31.25,255.05,4,295445.07,35514.8,14588.26,2425.5,2686.85,335.67,NaN,high,0,real,22038,0,0,NaN,3.15,NaN,NaN,1484.75,5,2,RB,617.968,0.97,NaN
areas,5,138.74,2,0.48,10041.98,552.6,1153.76,44,512.07,7.67,358294.72,47493.8,37062.13,4330.75,5889.37,426.67,NaN,high,0,real,59101,0,2,NaN,NaN,NaN,NaN,2693.5,5,2,NN,688.657,1,NaN
asked,5,478.92,1,1.67,8283.1,327.4,1322.09,79,538.09,7.67,272868.5,36497.2,21285.99,2940,1367.06,147.67,NaN,high,0,real,102158,1,2,6.7,NaN,NaN,NaN,1765.25,4,1,VB,562.935,0.97,NaN
avoid,5,77.58,1,0.18,7791.46,250,137.31,12.75,77.74,2,243575.4,30080.4,6062.67,765,321.5,59,NaN,high,0,real,45327,0,2,NaN,2.41,4.1,3.92,458.75,4,2,VB,594,1,NaN
aware,5,98.46,2,17.82,10000.27,328.4,1924.13,36.75,175.84,6.67,324013.34,38307.6,28186.06,3360.75,3391.58,198,NaN,high,0,real,37088,2,3,8.9,2,6.86,4.7,2099.25,4,2,JJ|NN,622.545,0.97,NaN
basic,5,103.99,3,34.07,4726.77,320,488.94,39,221.39,5,226775.18,34873.2,17812.42,2610,763.09,133,NaN,high,0,real,73227,3,2,8.7,2.26,5.5,2.95,1554.75,5,2,JJ|NN,585.515,1,NaN
basis,5,81.98,6,23.74,7481.14,618.6,427.41,38,171.99,5,256192.69,40521.4,21873.91,2871,807.42,147.33,NaN,high,0,real,48314,5,3,8.7,1.83,5.42,2.68,1671.5,5,2,NN,674.303,0.97,NaN
began,5,377.18,6,31.12,6050.52,289.4,1084.94,30.75,469.34,6.67,268020.34,34306.8,23387.44,2255,866.63,118.33,NaN,high,0,real,40481,3,3,9.1,NaN,NaN,NaN,1347.25,5,2,VB,660.485,1,NaN
begin,5,120.17,4,110.83,6354.44,282,1009.52,29.5,268.59,4.33,252749.47,35608.2,27164.09,4055.75,1044,172,NaN,high,0,real,60828,2,3,9.8,2.56,6.44,2.85,2191.25,5,2,VB|NN,542.412,1,NaN
being,5,850.75,1,181.33,8834.66,339.6,2848.97,51.75,1499.46,9.67,252749.47,35608.2,35803.94,5720.5,10644.48,2388.67,NaN,high,0,real,362268,1,6,10.9,1.93,NaN,NaN,2995.5,4,2,VB|NN,567.212,0.97,NaN
below,5,132.07,0,0,3926.62,283.6,704.6,35.75,177.37,5,234615.01,28333.4,16334.81,1972.5,1294.54,182.33,NaN,high,0,real,90658,0,12,NaN,3.45,NaN,NaN,1186.75,4,2,minor|NN,595.594,0.97,NaN
black,5,346.31,5,12.68,6487.72,303.4,1343.6,52.5,594.45,10.33,153179.78,21906.2,10412.52,2390,1725.69,335.33,NaN,high,0,real,160756,4,8,8.2,3.76,5.4,3.58,1401.25,4,1,JJ|NN|VB,658.029,1,NaN
blood,5,148.31,4,9.71,7121.43,325.4,868.33,39.25,331.37,8,209801.55,25549.6,9323.81,1706.75,1671.39,182.67,NaN,high,0,real,51801,4,7,8,4.86,3.48,5.76,1027.5,4,1,NN,571.97,1,NaN
board,5,85.43,3,8.37,11589.88,452,1064.52,47.5,217.13,6.33,236104.51,29266,12084.78,1992.75,1223.88,310.67,NaN,high,0,real,79617,2,25,7.2,4.57,5.33,3.52,1194.25,4,1,NN|VB,562.727,1,NaN
books,5,156.82,12,13.62,10217.49,646.8,759.59,71.5,262.68,8.67,201483.73,26633,5960.74,1003.25,1259.42,149,NaN,high,0,real,111046,6,14,7.2,NaN,NaN,NaN,539.75,4,1,NN|VB,580.545,0.97,NaN
bread,5,76.98,6,30.17,9094.44,344.6,1289.31,45,509.44,9.33,275736.55,35298.4,25638.01,3138.25,3677.07,420.33,NaN,high,0,real,9063,5,15,9.2,4.92,6.52,3.85,1995.75,4,1,NN,589.5,1,NaN
break,5,103.7,6,17.23,7188.57,297.4,1286.47,43.75,526.75,10,248681.26,32077.4,22774,2850.25,2850,364,NaN,high,0,real,47766,5,11,7.1,3.71,5.1,4.71,1815.75,4,1,VB|NN,604.147,1,NaN
bring,5,181.33,5,172.34,8406.56,314.2,2784.74,66.25,1143.27,15.33,197072.21,30785.2,35020.91,6782,11538.3,2765,NaN,high,0,real,56510,4,9,8.3,2.55,5.68,4.29,3565.75,4,1,VB,675.5,1,NaN
brown,5,85.73,7,16.74,6190.52,282,1040.53,46.75,347.68,10.67,202273.51,25418.8,10781.92,1477,1881.06,197.67,NaN,high,0,real,42129,7,9,7.4,4.48,5.52,3.32,892.25,4,1,JJ|NN|VB,653.265,0.97,NaN
built,5,129.69,3,37.76,9631.59,364.2,1086.31,35,208.86,4.67,210372.47,29007,7261.69,1181,464.38,61.33,NaN,high,0,real,39879,3,21,8.9,3.5,NaN,NaN,689.25,4,1,VB,617.25,0.97,NaN
carry,5,98.76,5,15.11,7908.6,470.4,1114.6,59,260.18,12,212793.59,30459.2,15078.1,2487.25,1296.94,263,NaN,high,0,real,36637,7,16,8.4,4.04,5.67,3.47,1495,4,2,VB|NN,668.794,1,NaN
cases,5,110.48,15,5.04,10134.38,769.4,1330.87,125,181.35,13,309431.88,45945.2,28110.56,5312.5,1482.94,391.67,NaN,high,0,real,56347,13,11,6.5,NaN,NaN,NaN,2443.75,5,2,NN|VB,646.156,0.91,NaN
cause,5,125.59,2,13.36,10766.96,440.6,1523.49,48.75,342.92,5.33,280267.51,39467.4,15869.4,2560,2470.44,196.67,NaN,high,0,real,79705,1,16,8.5,2.43,5.14,3.48,1442.5,3,1,NN|VB,568.242,1,NaN
chair,5,110.66,2,20.32,11266.38,329.4,1615.6,40.25,162.79,8,258289.97,32931.6,20078.73,1856,1575.37,284.67,NaN,high,0,real,18589,3,27,8.1,4.58,5.89,2.86,1097.5,3,1,NN|VB,607.03,0.97,NaN
chief,5,105.54,1,6.43,12148.24,408.4,2175.19,40.25,310.93,8.33,256578.01,30951.4,15762.87,2280,1159.2,271,NaN,high,0,real,19007,1,12,8.4,4.26,5.83,3.25,1075.75,3,1,JJ|NN,540.97,0.97,NaN
child,5,435.73,2,8.6,13265.18,344.6,4170.47,45.5,750.03,8,200644.38,26789.2,18426.78,1915.25,2182.95,276,NaN,high,0,real,64729,3,6,8,4.78,7.2,5.33,1091,4,1,NN,622.212,0.94,NaN
class,5,203.29,8,19.65,9022.54,597,1261.1,50,379.27,10.33,239182.54,39120,15722.48,2623.5,1635.81,337,NaN,high,0,real,94260,8,11,7.2,3.85,5.73,4.43,1405.25,4,1,NN|VB,570.545,1,NaN
clean,5,90.85,3,78.85,7615.54,294.6,1310.3,41.75,279.12,7.67,295292.69,39244.8,30252.59,3699.75,2040.52,234,NaN,high,0,real,36257,3,9,7.6,3.07,7.09,3.57,2323.25,4,1,JJ|VB|RB,582.829,1,NaN
clear,5,234.76,2,46.08,8706.69,310.4,1085.03,40.5,328.08,8,286529.04,39338.6,22425.36,3481.75,3610.52,337,NaN,high,0,real,77302,2,8,8.2,3.55,6.14,2.71,2193.75,4,1,JJ|VB|RB,552.818,0.97,NaN
close,5,209.06,3,12.1,10036.45,371.6,2096.27,52.25,656.72,9.33,278963.54,39926.6,13621.4,2109.5,1684.5,204,NaN,high,0,real,84927,3,14,8.9,3.2,5.23,3.81,1231,4,1,VB,542.706,1,NaN
comes,5,176.28,15,4.43,12181.73,751.8,2242.79,124.5,558.82,12.33,265499.48,37006.2,25913.12,5142.25,4770.29,420.67,NaN,high,0,real,103585,12,8,6.6,2.27,NaN,NaN,2480,4,1,VB,710.848,1,NaN
costs,5,91.44,8,4.96,9370.27,639,1122.88,88.75,139.27,9.67,271881.46,39180.6,18393.25,3709,1400.06,315.33,NaN,high,0,real,45881,6,4,8,NaN,NaN,NaN,1972.25,5,1,NN|VB,625.294,1,NaN
could,5,1906.39,2,1462.12,12069.67,410.4,5582.54,48.5,3938.35,6,178824.5,24990.4,21529.6,2426.75,5509.09,149.67,NaN,high,0,real,544756,2,13,10.4,1.34,NaN,NaN,1378,3,1,VB,587.871,0.94,NaN
count,5,80.79,3,50.95,11533.03,402,3602.57,62.25,1312.15,11.67,247315.37,30306.8,26261.16,3628,3944.95,401.67,NaN,high,0,real,34402,2,5,10.4,3,5.89,2.3,2255.5,4,1,NN|VB,588.714,1,NaN
court,5,128.09,1,80.79,11480.82,390.2,3111.09,51.5,892.23,7.33,238551.71,30400.6,22535.84,2816.75,4057.07,286.33,NaN,high,0,real,57767,1,19,10.4,4.31,3.52,4.43,1626.25,4,1,NN|VB,586.844,0.94,NaN
cover,5,105.9,12,3.22,11756.17,487,3350.36,94,607.3,14.67,249016.64,32881.8,30427.45,4729.5,5104.78,606.67,NaN,high,0,real,64134,10,5,5.8,4.23,5.59,3.76,2769.25,4,2,VB|NN,578.719,0.94,NaN
daily,5,83.29,6,8.59,9060.47,459.8,1111.28,51.25,118.19,7,220681.42,29973.8,12290.33,2105.25,751.37,190.67,NaN,high,0,real,39093,5,9,5.3,3.15,5.74,4.2,1107.25,4,2,JJ|NN|RB,581.375,0.97,NaN
death,5,233.15,2,19.19,7176.54,371.6,1708.54,56.25,274.48,7,341274.43,35431.6,54524.09,4067,2374.89,274.67,0,high,0,real,77796,1,9,9.4,3.73,1.89,5.53,2480,3,1,NN,545.531,1,NaN
doing,5,270.87,2,376.17,10144.23,358.4,2759.93,48.75,1483.97,10.33,233139.29,31693.4,31800.23,5626.5,10709.43,2420.67,NaN,high,0,real,166241,2,6,10.9,2.66,NaN,NaN,2938,4,2,VB|NN,630.636,1,NaN
doubt,5,150.64,0,0,8805.28,323.6,2321.1,31.25,154.44,1.67,213187.14,24358.2,12915.29,1229,414.63,53,NaN,high,0,real,48652,0,15,NaN,1.79,3.28,4.33,671.75,3,1,NN|VB,597.529,1,NaN
dress,5,88.41,5,28.32,9399.21,547.2,1335.14,36.75,260.76,6.67,291610.52,45151,27239.08,5777.5,4691.68,1261.33,NaN,high,0,real,12384,3,4,7.4,4.93,6.42,4.73,2749.5,4,1,NN|VB,550.441,1,NaN
drink,5,123.15,4,20.39,7580.52,307.6,2032.15,62.75,527.64,9.67,206518.66,30579.6,26489.86,4838.5,1842.39,443.33,NaN,high,0,real,19872,3,4,7.9,4.76,6.67,5.19,2612.75,5,1,VB|NN,560.182,1,NaN
drive,5,90.49,1,66.75,9231.74,338,907.56,47.75,185.5,6,255431.36,35608,14959.83,2573,2387.05,393.33,NaN,high,0,real,171708,1,7,8.8,3.86,6.5,4.19,1511,4,1,NN|VB,575.441,0.97,NaN
early,5,325.6,1,1.07,7551.76,423.6,1207.18,48.75,384.5,3.67,279150.88,36626,19558.35,2890,2879.97,228.33,NaN,high,0,real,75759,0,8,NaN,2.25,NaN,NaN,1651.75,3,2,JJ|RB|NN,579.118,1,NaN
earth,5,162,0,0,6392.76,367.8,1357.3,46.75,552.53,8.33,356571.85,39067,48746.4,2772,3731.51,379.33,NaN,high,0,real,61680,0,7,NaN,4.8,6.83,5.04,1776.5,2,1,NN|VB,546.8,1,NaN
eight,5,98.4,9,274.2,6061.29,218.8,2030.65,12.5,1775.07,8.33,309523.69,35835.2,7593.67,812.5,4011.81,384.67,NaN,high,0,real,17470,7,17,11.2,4.04,5.37,3.48,484.75,2,1,minor|NN,580.094,0.94,NaN
empty,5,86.32,0,0,3115.04,231.4,294.5,18.5,86.32,1,234903.72,28347,6501.04,1127.25,574.11,90,NaN,high,0,real,19261,0,0,NaN,3.43,3.78,2.25,738.5,5,2,JJ|VB|NN,553.061,0.97,NaN
every,5,546.44,1,0.65,6667.49,248.6,1887.97,24.5,574.42,5,281270.53,36201.6,27747.9,3889,6657.3,518.33,NaN,high,0,real,230149,1,0,6.7,2.28,NaN,NaN,2294.25,4,2,minor|NN,667.03,0.97,NaN
extra,5,80.32,0,0,3496.51,142.6,136.22,9.75,80.47,1.33,309072.22,36885,9038.88,2292.25,1765.33,417,NaN,high,0,real,55903,0,0,NaN,2.46,6.39,2.9,1381.5,6,2,JJ|NN,616.676,1,NaN
field,5,129.52,3,6.78,10852.89,353.6,2229.54,25.75,144.53,3.33,251599.75,34052.2,11964.13,2093.25,511.26,152,NaN,high,0,real,79920,3,20,7.4,4.26,5.73,3.84,1029,4,1,NN|VB,571.939,0.94,NaN
fight,5,97.87,9,274.26,6633.35,248,2489.34,22.5,1774.89,8.33,224233.31,24713.8,8236.71,1041,3938.82,360.67,NaN,high,0,real,40281,7,28,11.1,4.2,3.54,6.33,607.25,3,1,NN|VB,566.029,0.97,NaN
final,5,114.41,0,0,5597.04,312.6,1132.82,51.25,139.67,6.33,247759.66,33275.6,31753.81,5357.75,2028.74,406.67,NaN,high,0,real,49025,0,7,NaN,2.67,4.56,4.4,3046.5,4,2,JJ,588.97,1,NaN
first,5,1210.08,0,0,8407.68,336.2,1853,36.75,1266.06,4,259815.09,36941.6,16490.05,3198.25,1672.38,115.67,NaN,high,0,real,518924,0,11,NaN,2.76,7.33,4.9,1660.75,4,1,JJ|RB|NN,537.355,0.97,NaN
floor,5,168.19,3,14.34,6919.88,285,851.73,45.75,267.96,7.33,230805.13,28639.6,15882.72,2268.75,1250.46,140.67,NaN,high,0,real,35635,2,6,8.8,4.8,5.14,3.33,1405.5,4,1,NN|VB,562.788,0.97,NaN
force,5,167.41,3,2.97,11918.58,422.4,1482.54,40.75,244.28,5.67,259757.13,33328.2,18457.85,2069,4836.68,246.33,NaN,high,0,real,75365,3,19,7.7,3,4.17,5.35,1352,4,1,NN|VB,632.324,1,NaN
forms,5,92.51,10,6.69,9497.69,612.4,1132.97,47.75,265.56,10,205461.24,29230.8,14971.52,1655.5,5091.51,285,NaN,high,0,real,34877,8,9,7.1,NaN,NaN,NaN,1031,5,1,NN|VB,650.829,1,NaN
