STRING,LEN,FREQ,Orth,Orth_F,N1_F,N1_C,N2_F,N2_C,N3_F,N3_C,UN1_F,UN1_C,UN2_F,UN2_C,UN3_F,UN3_C,bad,frequencyBin,Pseudohomophone,category,ELP_FreqHAL,ELP_OrthN,ELP_PhonoN,ELP_MeanOrthNFreq,ELP_Concreteness,ELP_EmotionalValence,ELP_EmotionalArousal,ELP_MeanBigramCount,ELP_NPhonemes,ELP_NSyllables,ELP_PartOfSpeech,ELP_MeanRT,ELP_MeanAcc,ELPMeanAcc
found,5,490.81,8,77.72,11264.47,387.4,3156.61,44.5,1090.88,8.33,197799.25,23946.4,28952.01,2361.75,3579.96,405.67,NaN,high,0,real,199981,7,21,9.2,2.53,NaN,NaN,1470.75,4,1,VB|NN,582.114,1,NaN
front,5,263.08,2,4.22,9125.86,339.2,1346.71,50,350.13,7.33,267953.37,31530,26343.12,3941,2820.77,281.33,NaN,high,0,real,77889,2,2,6.4,3.77,NaN,NaN,2536.25,5,1,NN|JJ|VB,575.5,1,NaN
girls,5,165.75,2,1.9,9554.89,591.8,1152.66,43.75,168.98,3.33,213221.14,36932,5622.79,1005.5,421.88,44.33,NaN,high,0,real,26581,0,6,NaN,NaN,NaN,NaN,521.25,4,1,NN,582.697,0.97,NaN
given,5,334.71,3,29.91,8184.45,392,1651.22,40.5,588.38,10.67,247715.14,34616.4,21383.01,2897.75,3248.32,464.33,NaN,high,0,real,123144,2,2,8.5,2.33,NaN,NaN,1792,4,2,VB|NN|JJ,611.364,1,NaN
gives,5,87.22,10,50.84,9806.5,662.2,2012.64,114,554.31,16.33,243116.87,37012.4,19255.37,4337.75,2759.91,444.33,NaN,high,0,real,54544,8,4,7.3,NaN,NaN,NaN,1960.25,4,1,VB,653.633,0.94,NaN
glass,5,130.41,3,97.77,8474.98,563.2,1031.49,44,325.33,8,232657.38,37932.8,15085.75,2617.75,1487.56,289.33,NaN,high,0,real,20768,3,5,9.1,4.82,5.48,3.14,1369.5,4,1,NN,572.735,0.97,NaN
going,5,709.45,1,270.87,10435.09,352.8,2812.95,45,1630.06,10,216659.42,30795.6,31294.61,5535.25,10859.67,2424.33,NaN,high,0,real,305772,1,5,12,2.69,NaN,NaN,2881.25,4,2,VB|NN,588.774,0.94,NaN
grass,5,86.98,8,25.09,8982.27,583.2,1201.89,56.75,297.58,11,247229.47,39935,16654.42,3110.75,1482.36,428,NaN,high,0,real,7354,8,12,8.3,4.93,6.47,3.39,1720.25,4,1,NN|VB,563.235,1,NaN
great,5,639.73,3,15.27,8767.35,305.4,1607.14,45.5,912.1,9.67,324433.67,39926.2,33401.86,4619.25,4254.43,431.33,NaN,high,0,real,260267,3,19,7,1.81,7.5,4.14,2821.5,4,1,JJ|NN|RB,598.469,1,NaN
green,5,154.03,4,18.62,10259.43,418,1708.68,49.25,494.11,8.67,331240.8,44378,30831.63,3996.75,3116.55,236,NaN,high,0,real,90773,4,15,7.5,4.07,6.29,4.07,2494,4,1,JJ|NN|VB,623.471,1,NaN
group,5,306.33,1,1.25,5338.52,243.2,1651.21,42.25,374.94,6.33,169304.13,24814.4,18530.81,2175.75,2081.95,207.67,NaN,high,0,real,284243,1,10,5.5,4.12,5.78,3.43,1242.75,4,1,NN|VB,592.312,0.97,NaN
hands,5,297.35,9,5.68,6686.76,607,972.35,66.75,421.07,13.67,268668.51,33044.4,38261.9,2822.25,12881.68,491.33,NaN,high,0,real,58004,5,5,8.9,NaN,NaN,NaN,1701.25,5,1,NN|VB,549.242,1,NaN
happy,5,133.98,5,0.36,4107.13,355.2,349.59,30,139.87,5.67,172677.16,19160,12324.29,1088.75,1347.85,152.67,NaN,high,0,real,70881,4,5,5,2.56,8.47,6.05,652.25,4,2,JJ,536.273,1,NaN
heard,5,283.78,4,46.05,9326.59,377.2,2006.61,55.5,917.62,13.67,311416.73,35659,45199.21,2859.75,3918.47,489.67,NaN,high,0,real,133757,4,20,8.2,NaN,NaN,NaN,1789.25,3,1,VB|NN,595.727,1,NaN
heart,5,149.98,2,146.68,9274.06,365.6,2080.83,56.25,934.97,12.67,356571.85,39067,46333.92,2988.5,4198.01,445.33,NaN,high,0,real,45783,2,15,9.8,4.52,6.95,5.07,1883,4,1,NN|VB,575.406,0.97,NaN
heavy,5,136.48,2,4.34,6270.04,366.4,1338.36,39.5,401.54,5.67,253730.25,26491,37561.01,1561.25,1178.79,158.67,NaN,high,0,real,32826,2,6,5.7,3.37,4.78,3.65,989,4,2,JJ|NN|RB,566.576,0.97,NaN
horse,5,87.87,8,82.86,11556.88,414.6,2377.81,54.75,200.43,8.67,319148.66,39882.4,24799.62,3245.25,1361.97,343.33,NaN,high,0,real,23855,6,13,7.7,5,6.05,4.16,1862,4,1,NN|VB,626.212,1,NaN
hotel,5,125.59,2,4.05,10101.43,452.8,1426.93,49.5,179.27,6,330268.89,35350.6,21681.35,3475.75,1225.59,201.67,NaN,high,0,real,20364,1,1,7.4,4.93,6.6,4.55,2057,5,2,NN,573.853,1,NaN
hours,5,219.65,7,8.08,11249.49,595.6,2884.64,52,491.39,8.67,238472.41,30883.8,23049.62,2747.25,4611.2,286.67,NaN,high,0,real,77067,5,7,7.1,NaN,NaN,NaN,1423,3,1,NN,599.853,1,NaN
house,5,563.93,6,16.74,11968.53,388,3676.95,53,707.51,8.33,294149.66,35706.8,26455.39,2809.5,4396.87,644.67,NaN,high,0,real,104153,5,11,7.2,5,7.19,3.95,1592,3,1,NN,494,1,NaN
human,5,308.17,0,0,4059.34,240.2,698.4,24.75,439.71,4.33,226765.4,25279.4,21539.3,2515,1886.56,280.67,NaN,high,0,real,180168,0,2,NaN,4.93,6.45,3.62,1520.75,6,2,JJ|NN,562.545,0.97,NaN
ideas,5,123.98,1,47.71,7166.89,446,686.8,26.5,203.78,3,327726.43,45159.8,22530.94,2726.25,3038.47,303,NaN,high,0,real,69254,1,1,9.7,NaN,NaN,NaN,1682.25,5,2,NN,678.968,0.97,NaN
issue,5,90.9,0,0,5281.77,184,150.96,6.5,91.14,1.33,294414.16,46417,14412.55,2560.5,662.83,125.33,NaN,high,0,real,117620,0,0,NaN,2.37,3.95,4.55,1402,3,2,NN|VB,640.935,0.94,NaN
known,5,260.58,1,127.2,4312.64,168.8,617.55,21.75,456.55,7,204003.73,24221.6,9270.49,708,2994.49,109.33,NaN,high,0,real,84923,1,27,11.1,1.83,NaN,NaN,438.75,3,1,VB|NN,606.636,1,NaN
knows,5,127.2,4,68.67,5934.69,439,548.14,26,358.03,9,199405.46,26617.6,8646.15,716.5,2053.89,99.33,NaN,high,0,real,66802,4,25,7.9,NaN,NaN,NaN,425.5,3,1,VB,665.844,1,NaN
large,5,369.33,4,1.26,8600.4,423.6,1076.95,56.75,389.06,8,280003.88,38151.4,15572.72,2705,1491.13,214.33,NaN,high,0,real,134354,2,5,7.7,3.37,5.77,5.35,1625.25,4,1,JJ|RB|NN,642.469,0.97,NaN
later,5,431.02,10,47.72,9807.13,488,3310.65,93.25,1282.8,17.33,341638.87,42457.2,39585.85,7363.75,6704.28,1826,NaN,high,0,real,108034,7,21,8.7,1.8,NaN,NaN,4189.25,4,2,RB|JJ,630.441,1,NaN
learn,5,113.51,1,1.43,8262.59,348.8,1941.92,55.75,843.82,12.67,320544.83,42590.8,22526.22,3443.25,3317.77,300,NaN,high,0,real,71507,1,18,5.9,2.2,6.85,4.8,2167.25,3,1,VB,627.382,1,NaN
least,5,357.55,7,9.41,9047.28,364.4,2057.11,56.25,565.24,11,345804.25,44759.4,29611.26,4350,3268.99,424,NaN,high,0,real,201524,6,14,8.1,2.36,NaN,NaN,2562,4,1,JJ|RB|NN,640.545,0.97,NaN
leave,5,241.96,3,4.22,9304.76,380,1630.15,50,502.36,10.67,327104.81,40762.8,22209.05,2961.25,3401.66,231.33,NaN,high,0,real,76506,3,21,6.9,2.53,4.68,4.48,1878.75,3,1,VB|NN,565.818,0.97,NaN
level,5,186.03,4,2.22,8012.54,398.8,1436.1,43,555.76,7,284756.64,38255.8,20445.13,3010,3183.66,246.33,NaN,high,0,real,130029,4,7,6,2.86,5.72,2.15,1882.75,4,2,NN|VB,658.353,0.97,NaN
light,5,298.54,9,251.96,6473.75,241.8,2249.44,23.5,1841.78,8.33,239274.35,29010,11176.79,1916,4202.49,420.33,NaN,high,0,real,96805,7,34,11,4.21,6.55,3.52,1094.25,3,1,NN|VB,654.688,1,NaN
liked,5,100.25,8,23.7,9190.36,422.6,1339.7,90.25,306.05,11.33,238860.17,33494.2,18367.56,3453.25,2499.49,153.67,NaN,high,0,real,23898,4,9,8.4,NaN,NaN,NaN,2055.25,4,1,VB,641.618,1,NaN
lines,5,83.41,19,13.86,10040.45,713,1662.45,133.75,187.38,19.67,309439.34,46194.4,39802.94,8485.25,3107.45,1362,NaN,high,0,real,83944,16,23,7.5,NaN,NaN,NaN,4101.75,4,1,NN|VB,574.871,0.94,NaN
lived,5,141.59,12,29.46,9495.93,429.6,1886.1,99.5,547.29,13,240859.27,33605.8,24062.38,4139.5,2685.64,380.33,NaN,high,0,real,20075,7,4,8.5,2.38,NaN,NaN,2501.75,4,1,VB,589.267,0.97,NaN
lives,5,131.6,14,29.79,9873.37,663.6,2091.97,122,509.6,16.67,260322.07,39543.4,23145.27,5280.5,2726.49,463.67,NaN,high,0,real,41676,10,9,8.8,NaN,NaN,NaN,2502.75,4,1,VB,607.353,1,NaN
local,5,243.8,3,6.76,6806.8,308.2,690.9,36.5,253.56,4.67,232324.9,31304,16043.28,2941,1499.24,416.33,NaN,high,0,real,139852,3,3,8.1,3.04,6.77,3.8,1746.25,5,2,JJ|NN,558.438,1,NaN
looks,5,112.14,10,18.96,10009.8,620.6,811.94,69.5,245.49,7,222230.93,30383.8,7313.47,1268.5,1767.53,141.67,NaN,high,0,real,70951,7,17,7.7,2.7,NaN,NaN,716,4,1,VB|NN,586.485,0.97,NaN
loved,5,83.29,10,37.2,11428.94,475,1732.8,99.25,369.65,12.33,244399.27,30590.2,21995.16,3385.25,2486.5,282,NaN,high,0,real,18375,6,7,7.4,NaN,7.65,5.59,2099,4,1,VB|JJ,560.719,1,NaN
lower,5,100.13,12,34.45,10819.72,450,2344.61,79.5,387.5,12.67,269934.3,34086.4,26667.79,3838.25,2956.93,217.67,NaN,high,0,real,49669,10,15,7.2,2.76,NaN,NaN,2200.25,3,1,JJ|RB,594.824,1,NaN
lunch,5,78.47,6,5.42,5141.26,270.4,1401.83,42.25,123.25,8.67,187201.25,24349,11271.54,2116.25,662.31,242,NaN,high,0,real,11094,6,7,7.9,4.31,6.64,3.57,1338,4,1,NN|VB,587.545,1,NaN
lying,5,79.36,3,16.26,6751.37,217,2220.61,33.75,995.47,9,185189.12,28477.4,33601.73,6192.25,10443.56,2450.67,NaN,high,0,real,14906,3,7,7.4,2.52,NaN,NaN,3125.5,4,2,VB|NN,594.188,0.97,NaN
major,5,186.33,2,11.24,5504.4,300,479.14,23.75,186.33,1,211201.45,26073.8,13871.97,1779.25,274.44,17,NaN,high,0,real,100373,2,5,7.9,2.16,5.52,4.24,1149,4,2,JJ|NN,566.097,1,NaN
makes,5,177.05,18,10.16,9601.3,718.2,1680.77,121,439.35,17,260129.77,35210,16916.81,4128.5,1639.6,160,NaN,high,0,real,134406,10,12,7.6,NaN,NaN,NaN,1849.5,4,1,VB|NN,666.152,0.97,NaN
maybe,5,130.71,0,0,6904.09,338.8,343.76,23,136.69,2.33,230367.53,27952.6,11844.26,1228,493.27,21.33,NaN,high,0,real,166009,0,2,NaN,1.52,NaN,NaN,751.75,4,2,RB|NN,594.412,1,NaN
means,5,256.53,10,22.32,9900.21,634.6,1604.65,71.5,424.86,11,311246.14,41972.6,32192.1,3707.25,1441.17,309.33,NaN,high,0,real,130928,8,18,7.7,1.93,NaN,NaN,2223.75,4,1,VB|NN,579.061,1,NaN
meant,5,145.46,2,132.73,9470.25,389,1793.97,59.25,395.11,8,336938.46,39443,36475.45,3973.5,2266.12,426.33,NaN,high,0,real,36601,1,19,11.8,1.5,NaN,NaN,2514.25,4,1,VB,633.062,0.94,NaN
might,5,731.17,9,203.89,6437.12,245.6,2276.42,23.5,1985.99,8.33,225810.28,26089.6,8513.9,1267.5,4064.51,358.67,NaN,high,0,real,277738,7,31,10.8,2.32,NaN,NaN,750.25,3,1,VB|NN,612,0.97,NaN
miles,5,139.75,17,4.51,9713.5,708.6,1432.81,126.25,263.16,18,272639.53,41365.6,21816.17,5533.75,2264.37,561.67,NaN,high,0,real,35566,10,11,7.4,3.61,NaN,NaN,2677.25,4,1,NN,641.455,0.97,NaN
money,5,386.52,2,10.53,10209.13,557.8,796.76,52,461.37,7.33,262719.6,31897.6,22116.93,3265.25,3088.92,333,NaN,high,0,real,209588,3,19,6.5,4.54,7.1,6.86,2020.25,4,2,NN,603.242,1,NaN
month,5,89.24,1,140.46,7802.44,373,982.88,49.5,225.32,3.33,269891.23,27513.4,53619.87,3770.75,1625.82,302.33,NaN,high,0,real,76300,2,2,9.1,4.2,5.78,3.64,2477.75,4,1,NN,602.824,1,NaN
mouth,5,140.46,4,87.42,9043.09,355.6,2966.35,49.25,390.97,8,236128.58,23431.6,49091.53,2094.5,2951.93,267.67,NaN,high,0,real,34157,4,6,8.9,4.74,5.59,4.14,1226,3,1,NN,537.912,1,NaN
moved,5,182.05,7,17.04,11392.3,478.8,1826.89,101.5,408.91,12.33,230935.2,27669.8,21612.42,3169.75,2580.62,273,NaN,high,0,real,34884,7,3,5.8,NaN,NaN,NaN,1972.75,4,1,VB,637.735,1,NaN
music,5,128.5,0,0,3190.43,221.2,316.08,27.5,165.49,3.33,181283.23,31023.2,13245.28,2408.25,1047.37,125,NaN,high,0,real,134404,0,3,NaN,4.31,7.67,5.57,1453.5,6,2,NN,554.406,0.97,NaN
needs,5,163.55,8,6.65,8766.21,533.8,971.16,47.25,202.04,8.33,351886.04,47578,20709.59,3518.75,1097.56,127.33,NaN,high,0,real,89632,5,12,7.8,2.25,NaN,NaN,2011.25,4,1,VB|NN,588.182,1,NaN
never,5,906.25,4,10.53,9033.48,388.6,3139.18,74,1122.67,9.67,322664.48,42166.4,31510.99,4759.25,6048.03,465.33,NaN,high,0,real,303028,4,3,8.1,1.59,NaN,NaN,2704.5,4,2,RB|NN,612.941,1,NaN
night,5,436.14,9,236.67,6106.74,216.6,2120.11,16,1887.82,8.67,262610.09,30918.4,8482.18,1343,4027.52,376,NaN,high,0,real,97524,7,30,11,4.52,6.68,3.57,786.75,3,1,NN,540.394,0.97,NaN
north,5,145.64,2,70.86,8301.07,353.2,1422.68,43,348.33,7.33,297927.39,32436,47813.9,2255.75,1896.47,292.67,NaN,high,0,real,77220,2,4,10.7,4.14,5.72,2.15,1469.75,4,1,NN|RB|JJ,617.912,0.97,NaN
offer,5,102.09,0,0,7061.7,273.6,2044.14,50.5,108.36,3.33,255396.14,30375.8,27683.47,3255.5,1732.85,190.67,NaN,high,0,real,98441,0,5,NaN,2.23,5.67,3.5,1834,3,2,NN|VB,707.5,0.97,NaN
often,5,469.4,0,0,6885.24,287.2,1937.35,29,877.32,1.67,323630.62,36353,28680.17,3560.25,2013.04,249,NaN,high,0,real,117801,0,3,NaN,2.5,NaN,NaN,2142.75,3,2,RB,632.552,0.88,NaN
older,5,102.27,5,57.27,8069.55,348.6,2252.71,62.5,408.26,6.67,284752.88,37335,27049.08,4451.5,2354.39,436,NaN,high,0,real,37078,3,2,9,3.19,NaN,NaN,2597.5,4,2,JJ,556.097,0.97,NaN
order,5,269.98,2,51.7,8576.84,368.6,2336.04,63.25,514.75,5.33,299324.97,39337.2,32387.84,5116,2342.25,452.67,NaN,high,0,real,193686,1,1,10.5,2.79,5.82,3.19,3036.25,4,2,NN|VB,545.676,1,NaN
other,5,1596.96,2,5.68,8003.64,285.6,3052.26,49.75,1599.4,2,344840.98,37352.8,81081.15,4357,35854.98,506.33,NaN,high,0,real,897942,3,5,5.3,2.04,5.41,3.48,2534.75,3,2,JJ|NN,561.576,1,NaN
ought,5,91.02,1,0.06,5011.51,195.6,1404.13,12.5,946.45,5,232387.44,23821,15786.73,1284.75,4970.34,289.67,NaN,high,0,real,15181,1,14,4.7,1.43,5,3,700.75,2,1,VB,695.074,0.82,NaN
paper,5,173.42,7,1.19,9030.85,495.2,2322.83,86.5,206.3,10,260623.81,35434,23768.65,4282.5,2012.5,429.33,NaN,high,0,real,64005,4,10,6.7,4.93,5.42,3.52,2449,4,2,NN|VB,623.235,0.97,NaN
parts,5,101.85,16,30.24,8320.88,685.4,1305.18,99.75,453.02,13,271834.37,37312.2,15489.16,2699.5,2741.63,360.67,NaN,high,0,real,66285,8,7,8.4,NaN,NaN,NaN,1518,5,1,NN|VB,684.743,1,NaN
party,5,373.5,7,15.3,6593.2,481,1250.54,66,555.68,9.67,235038.7,28951.4,14544.09,2297.5,2785.53,323,NaN,high,0,real,68745,6,5,7.3,3.89,7.18,6.08,1442,5,2,NN|VB,539.71,0.94,NaN
peace,5,90.73,3,184.55,10633.42,428.6,1989.63,53.25,413.42,7.67,323913.65,41537.4,17907.74,2581,1742.88,180.33,NaN,high,0,real,40408,3,22,8.6,1.62,7.75,4.65,1643.5,3,1,NN,661.758,1,NaN
phone,5,79.07,2,11.42,12987.19,368.2,1164.57,32.25,199.84,5.67,290882.21,32860,23121.95,3521.25,2602.67,321.67,NaN,high,0,real,141619,3,27,7.2,4.86,6.09,3.43,2156.75,3,1,NN|VB,509.531,1,NaN
piece,5,113.51,1,4.7,11283.2,382.4,776.47,28.25,118.79,2.67,308642.78,42838.8,11419.62,2443.75,575.49,141.67,NaN,high,0,real,46129,1,22,6.5,4.14,5.23,3.57,1252,3,1,NN|VB,620.091,1,NaN
place,5,544.72,5,35.27,9698.03,383.2,1666.76,48,867.42,9.67,253664.31,34712.2,13609.16,2396.25,2325.51,323,NaN,high,0,real,195199,4,9,8.6,3.48,5.86,3.52,1473,4,1,NN|VB,588.844,0.94,NaN
point,5,364.15,3,35.76,12102.93,428.6,2186.6,52,773.72,7.33,277206.98,35008.2,30539.65,5013.5,2791.24,384,NaN,high,0,real,256288,3,5,10.1,3.39,5.45,3.86,2834.5,4,1,NN|VB,556.121,0.97,NaN
power,5,328.04,10,16.03,10827.98,473.4,2363.01,79.5,462.16,12,251641.67,31462.2,25836.88,3692.5,2447.53,144.33,NaN,high,0,real,187656,9,19,7,2.04,5.97,5.41,2101.75,3,1,NN|VB,604.412,0.97,NaN
press,5,136.83,5,18.1,9765.2,566.4,1283.96,36.5,253.06,6.33,274043.22,44160,29099.21,6164.75,5363.35,1481,NaN,high,0,real,77897,2,5,7.3,3.9,5.39,2.8,2986.5,4,1,NN|VB,570.059,1,NaN
price,5,91.56,5,26.3,10918.13,382.4,2122.09,49.25,294.91,9.67,252965.53,38015.8,16796.71,3394,2095.63,367.67,NaN,high,0,real,153716,4,6,9,3.63,4.94,3.4,2035.5,4,1,NN|VB,619.706,1,NaN
quiet,5,86.8,2,10.98,9989.76,429.8,678.38,34.75,275.35,5,268163.38,33932.2,7983.57,1975.75,922.99,172,NaN,high,0,real,13086,2,0,6.2,2.76,6.47,1.95,896.25,5,1,JJ|VB|NN,645.281,0.97,NaN
quite,5,470.05,4,6.62,8919.19,358.8,1207.4,35,738.74,8.67,268163.38,33932.2,19755.23,3227.5,1817.76,320,NaN,high,0,real,155011,3,4,9.5,1.72,NaN,NaN,1887.5,4,1,RB|JJ,636.906,0.97,NaN
range,5,98.82,2,0.03,7563.69,414,659.14,59,117.26,10.67,303339.62,40059.8,32470.42,5213.5,2382.03,545.67,NaN,high,0,real,58184,0,9,NaN,3.22,5.11,3.9,2930.75,4,1,NN|VB,638.355,0.94,NaN
reach,5,94.59,8,17.13,7783.63,332.2,2554.71,64.75,272.93,8.33,301462.01,35948.4,28599.71,3745.5,3602.5,355.33,NaN,high,0,real,34160,8,21,8,3.7,5.78,3.35,2334.5,3,1,VB|NN,561.062,0.97,NaN
ready,5,129.34,4,5.09,6490.04,395.8,1310.37,53.25,221.43,7.67,278425.55,34992.8,25112.32,2939.5,3646.19,351,NaN,high,0,real,43959,4,14,6.1,2.07,6.64,3.9,1889.5,4,2,JJ|VB|RB,582.182,1,NaN
right,5,758.53,9,200.85,6266.05,241.4,2275.84,20.25,2003.22,8.67,253846.44,31012.2,11155.37,2003,4284.35,401.33,NaN,high,0,real,388384,7,35,10.8,3.47,7.32,5,1125.75,3,1,NN|JJ|RB|VB,585.697,0.97,NaN
river,5,113.57,13,2.48,9134.78,408.8,3050.27,82,741.82,15.67,270728.78,39243.4,30391.44,5164.25,5375.67,720,NaN,high,0,real,27274,7,8,7.4,4.89,6.72,4.22,2952.5,4,2,NN,605.824,1,NaN
rooms,5,79.72,10,5.25,9759.04,608.8,654.54,52.25,105.12,6.67,251119.58,34319.8,13502.61,1913.25,707.96,169,NaN,high,0,real,9718,6,13,6.2,4.57,5.65,3.48,1120.75,4,1,NN|VB,614.188,0.97,NaN
round,5,322.51,7,112.76,10897.17,380.8,3128.81,48,1062.88,9.33,227412.38,30244.8,30565.21,3014.5,4594.58,514,NaN,high,0,real,47080,7,16,9.5,3.9,5.89,2.5,1859,4,1,JJ|NN|VB,570.939,0.97,NaN
scene,5,90.55,2,7.73,11294.62,381.8,392.41,28.5,100.54,1.67,341931.33,47867.4,22536.79,3601,1623.62,383.33,NaN,high,0,real,31918,2,36,6.1,3.93,5.94,1.95,2150,3,1,NN,570,0.97,NaN
seems,5,230.18,8,6.22,10262.52,638.2,713.84,41.75,258.75,5,334549.04,48686.8,14419.81,1792,1537.57,66,NaN,high,0,real,164633,6,12,6.7,NaN,NaN,NaN,1027.25,4,1,VB,616.906,0.97,NaN
sense,5,270.93,3,10.33,10383.95,457,1483.1,43.75,297.48,4.67,371348.85,53515.6,28214.4,4154.5,1597.12,339.33,NaN,high,0,real,77530,2,14,8,2.61,6.09,3.7,2433.5,4,1,NN|VB,581,1,NaN
seven,5,117.2,2,1.7,9659.79,482.6,1764.79,42.25,612.1,6,326829.85,44468.6,27599.54,3310.25,3716.43,254,NaN,high,0,real,22750,2,5,7.1,3.72,4.9,3.8,2057,4,2,minor|NN,663.758,1,NaN
shall,5,224.29,6,96.11,11880.73,382.2,1362.06,50,525.48,10.67,246058.1,32769.2,26173.94,3049,4092.13,589.67,NaN,high,0,real,60161,6,12,7.7,2.33,5.86,3.52,1780.25,3,1,VB,680.364,0.97,NaN
share,5,91.32,15,20.68,14389.69,444.4,2458.46,62,346.03,14.33,330879.53,41596.6,35639.86,4046.5,3367.9,314,NaN,high,0,real,57769,15,30,8,2.96,6.22,3.2,2486.75,3,1,NN|VB,592.758,1,NaN
short,5,194.36,7,21.49,12720.76,370.6,1409.26,44.5,387.81,9.67,293329.11,34832,20475.43,2490.25,2509.92,377,NaN,high,0,real,95521,7,8,8.1,3.61,5.67,2.62,1561.5,4,1,JJ|NN|RB|VB,587.031,1,NaN
shown,5,84,5,14.1,9789.54,305.2,1364.65,42.75,469.62,10.67,242119.06,28081.6,12873.56,1391.25,2860.81,172,NaN,high,0,real,31872,4,22,7.4,2.78,NaN,NaN,835,3,1,VB,590.857,1,NaN
sight,5,97.45,10,247.15,7824.2,326.4,2233.51,21.25,1794,9,258011.82,33314.4,10009.06,1363.25,4096.49,392.67,NaN,high,0,real,14322,8,30,10.6,3.21,7.11,3.2,831.75,3,1,NN|VB,556.438,1,NaN
since,5,513.01,3,1.65,10347.42,446.2,1289.79,49.5,560.16,8.67,298759.29,44850.6,31043.38,5050.5,3899.06,609.67,NaN,high,0,real,320454,4,12,6.1,1.38,NaN,NaN,2905.75,4,1,minor,682.343,1,NaN
sleep,5,125.17,6,13.93,10109.78,462.6,567.81,36.75,176.46,7,310983,44678.6,12387.72,2278,641.37,134,NaN,high,0,real,25606,6,12,6.9,4.44,7.22,3.6,1347.5,4,1,VB|NN,553.629,1,NaN
small,5,531.63,3,98.4,8193.35,346.6,1108.23,23.5,620.37,2.67,217661.05,33239,17754.2,2866.5,4163.46,557.67,NaN,high,0,real,158742,3,3,9.4,3.22,5.76,3.43,1721.75,4,1,JJ|NN,537.938,0.97,NaN
smile,5,98.58,2,0.68,11951.44,396.6,1359.54,31,332.84,4.33,272639.53,41365.6,13310.75,2774.5,1418.51,192,NaN,high,0,real,12276,1,4,5.4,4.5,7.89,4.62,1686.5,4,1,NN|VB,528.242,1,NaN
sorry,5,103.46,2,41.47,10641.22,510.2,1229.72,44.5,251.56,8,230480.23,34393.2,15670.3,1786.25,703.36,137,NaN,high,0,real,93412,1,4,10.2,1.9,4.81,4.62,1187,4,2,JJ|NN,560.471,1,NaN
sound,5,167.23,7,134.94,12455.32,465.8,3086.93,44.75,1051.79,9,231577.76,32547,28459.08,2416,3524.75,417,NaN,high,0,real,122381,7,13,9.3,3.7,6.45,4.14,1518.75,4,1,NN|VB|JJ,616.242,1,NaN
south,5,196.86,4,51.03,10430.18,436.4,2846.37,43,452.76,7.33,268330.12,30656.4,49556,1998.75,2959.94,239,NaN,high,0,real,66282,3,2,7.9,3.84,6.11,3.48,1180.5,3,1,NN|RB|JJ,635.75,0.94,NaN
space,5,128.15,6,7.87,10327.01,402.6,1290.64,40.25,387.58,8,272401.78,39016.6,11670.99,2016,1148.37,188.67,NaN,high,0,real,113076,4,5,8,3.54,6.89,3.6,1255.75,4,1,NN|VB,533.909,1,NaN
speak,5,122.08,4,5.98,7110.82,294,973.45,36.5,284.91,7.33,255301.2,35506.2,12474.16,1862.75,1468.22,218.33,NaN,high,0,real,53714,4,10,7.2,3.7,5.91,4.19,1159.5,4,1,VB|NN,598.719,1,NaN
speed,5,77.4,3,28.14,11700.86,478.4,1356.7,93,222.09,7.67,310257.67,43045.4,18904.98,3247,1507.65,210.33,NaN,high,0,real,91193,2,7,8.3,3.62,6.71,6.8,1961.75,4,1,NN|VB,581.324,1,NaN
spend,5,82.34,3,73.06,9969.06,352.6,881.28,34.25,273.73,7.33,263344.07,38128.6,27757.51,3247.5,2462.37,397.33,NaN,high,0,real,40764,3,8,8.2,2.93,5.91,4.48,2017.5,5,1,VB,646.294,1,NaN
spent,5,141.77,3,33.53,9916.53,341,891.23,38.75,322.77,7,308499.19,41536.6,23559.5,3741.75,6383,916.33,NaN,high,0,real,33152,2,1,9.2,3,NaN,NaN,2331.5,5,1,VB|JJ,598.545,0.97,NaN
spoke,5,119.46,6,10.68,8963.1,378.6,545.3,30.25,194.1,7,243570.33,33792,7498.48,1275.5,844.2,146.33,NaN,high,0,real,12637,5,8,8.1,3.38,NaN,NaN,757.75,4,1,VB|NN,645.545,1,NaN
staff,5,116.19,2,45.07,5740.11,284,1240.94,36.75,431.1,9.33,245472.84,29341.8,13965.39,2718.5,1893,327.67,NaN,high,0,real,41035,2,8,10.3,4.36,5.18,4.3,1519.25,4,1,NN|VB,518.212,0.97,NaN
stage,5,137.07,7,49.32,9786.08,400.4,1419.32,45.75,471.92,10.67,328599.05,42228.4,16828.04,3250.75,2826.58,464,NaN,high,0,real,30645,6,10,7.6,4.64,5.67,3.76,1859.25,4,1,NN|VB,603.588,1,NaN
stand,5,138.5,2,1.93,10016.04,397,1793.38,51.25,467.87,10.67,298165.32,38209.4,39696.55,4523,13324.7,674.33,NaN,high,0,real,48716,2,8,4.8,4.16,5.27,3.1,2671.75,5,1,VB|NN,530.606,0.97,NaN
start,5,199.54,4,25.43,9911.3,373.6,2038,52.75,612.76,11.33,334556.79,41711.2,22928.33,4020.5,3450.06,526.33,NaN,high,0,real,172475,4,9,8.9,2.71,6.41,4.81,2352.5,5,1,VB|NN,567.697,0.97,NaN
